Ticker,BH,MDD,R2,Slope,AC5,Align,HitUp,HitDn,UDgap,nUp,nDn,Name,Sector,MCap,MomGap,HoldFit,TimingEdge,Type,Lean,종목구분,섹터구분,구획,추세성,방향,유형3,섹터성격,종목성격,셀4,섹터medR2,추세타이밍_정밀
319400,770.9677419354838,-48.54368932038835,0.9117608373443375,0.0100964316852614,-0.0767069613303787,0.3657142857142857,0.4405594405594406,0.96875,-20.7532136331979,143,32,현대무벡스,로봇,45441,-52.81905594405594,0.685596350976371,1.5045352581568805,혼합형,-0.8189389071805095,타이밍,홀드,홀드-타이밍,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8396,False
319660,854.4943820224719,-26.75,0.9324925645611056,0.0074650695052888,0.0852305016225676,0.6622222222222223,0.72,0.76,-0.5019646777637443,200,25,피에스케이,반도체장비,43392,-4.000000000000004,1.5191037083888286,-0.9426025720317424,홀드형(추세추종),2.4617062804205707,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8806,False
323410,6.502242152466375,-43.10810810810811,0.128117750198264,-0.0004949637122036,-0.2272887652027138,0.5828877005347594,0.5428571428571428,0.3846153846153846,2.375158689527468,70,117,카카오뱅크,금융.은행,111646,15.824175824175825,-1.1703748016153772,0.0689027696806624,타이밍형(기술분석유효),-1.2392775712960395,타이밍,홀드,홀드-타이밍,타이밍형,우하향,타이밍형,추세,타이밍,추세-타이밍,0.754,True
326030,-17.464788732394364,-41.43567874911158,0.0289920708661044,0.0002658299789978,-0.0331537011445067,0.5113636363636364,0.4772727272727273,0.4204545454545454,0.4664375742878202,88,88,SK바이오팜,바이오,69307,5.681818181818188,-1.2652306863383995,0.0494031780319366,타이밍형(기술분석유효),-1.314633864370336,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.5401,False
329180,61.69154228855722,-32.25308641975309,0.657855982050034,0.0016590448533773,-0.108168304860261,0.3970588235294117,0.4838709677419355,0.8775510204081632,-14.917890403083478,155,49,HD현대중공업,조선,678050,-39.36800526662277,-0.0852039758549911,1.1204196920192762,타이밍형(기술분석유효),-1.2056236678742671,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.6166,False
336260,379.0301441677588,-35.30751708428246,0.8032333426187827,0.0048047639804365,-0.0955920058564941,0.5336538461538461,0.5729166666666666,0.9375,-16.125971280530592,192,16,두산퓨얼셀,에너지.보관,46173,-36.458333333333336,0.4438239244393089,0.9769944774377376,혼합형,-0.5331705529984287,타이밍,타이밍,타이밍-타이밍,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.7885,False
347850,418.7952092968102,-46.54545454545455,0.7279530594085627,0.0055324784272434,-0.1278215895611548,0.6069651741293532,0.6438356164383562,0.4909090909090909,6.97757745889378,146,55,디앤디파마텍,바이오,41351,15.292652552926528,0.0236807158046163,-0.3128639987714864,저신호(애매),0.3365447145761027,홀드,타이밍,타이밍-홀드,추세형,우상향,추세형-우상향,타이밍,추세,타이밍-추세,0.5401,False
348340,98.79518072289156,-62.32539030402629,0.6875796089104148,0.0052979796999139,0.1044573552505426,0.463855421686747,0.4807692307692308,0.5645161290322581,-2.257905526464482,104,62,뉴로메카,로봇,5690,-8.374689826302733,-1.0356474799623585,-0.4387022375727659,저신호(애매),-0.5969452423895927,타이밍,홀드,홀드-타이밍,타이밍형,우상향,타이밍형,추세,타이밍,추세-타이밍,0.8396,False
352820,-15.73033707865169,-51.19901112484549,0.0017081978805084,-7.454085710606267e-05,0.0128879405192202,0.6149425287356322,0.5242718446601942,0.2394366197183098,4.702979080307745,103,71,하이브,엔터,93963,28.48352249418844,-1.6327030882852942,0.3865684239559426,타이밍형(기술분석유효),-2.019271512241237,타이밍,타이밍,타이밍-타이밍,타이밍형,우하향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.4076,False
353200,1083.3810888252149,-26.820324777370352,0.9686411174866468,0.0088086142542349,-0.219595779748867,0.7649769585253456,0.8137254901960784,1.0,-3.372843138873049,204,13,대덕전자,반도체장비,77486,-18.62745098039216,1.5596300738500808,-0.4896766131642576,홀드형(추세추종),2.0493066870143384,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8806,False
357780,153.73563218390808,-35.32934131736527,0.8687837253417015,0.0039656502034259,-0.0682878491718955,0.3977272727272727,0.4958677685950413,0.8181818181818182,-7.1261682242990565,121,55,솔브레인,반도체장비,27614,-32.23140495867769,0.193059699944034,0.1681028397827855,혼합형,0.0249568601612484,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8806,False
373220,23.26656394453004,-32.39299610894941,0.48105391446049,0.0013034941944941,-0.0755373641317281,0.3625,0.4166666666666667,0.6973684210526315,-5.246272254899442,84,76,LG에너지솔루션,에너지.보관,899730,-28.070175438596483,-0.3560740125758195,0.4113233814181188,타이밍형(기술분석유효),-0.7673973939939382,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,추세,타이밍,추세-타이밍,0.7885,True
375500,70.08055235903336,-34.14634146341463,0.3606826895390854,0.0020513762292874,0.171880829802243,0.5024390243902439,0.5294117647058824,0.5507246376811594,0.1500723681799765,136,69,DL이앤씨,건설,27163,-2.1312872975277064,-0.4916066923964564,-0.3253615222905924,저신호(애매),-0.1662451701058639,타이밍,홀드,홀드-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.5368,False
377300,41.0742496050553,-55.223880597014926,0.0044496257390364,0.0001838219072459,0.011190033307478,0.490566037735849,0.4193548387096774,0.4639175257731959,-1.9894468557486835,62,97,카카오페이,금융.은행,60595,-4.456268706351851,-1.6859307256624607,0.2762803093134973,타이밍형(기술분석유효),-1.962211034975958,타이밍,홀드,홀드-타이밍,타이밍형,우상향,타이밍형,추세,타이밍,추세-타이밍,0.754,True
383220,21.671388101983013,-28.05320435308344,0.0190407431925712,-0.0001563296254876,0.0035543212112805,0.369047619047619,0.4777777777777778,0.7307692307692307,-3.815090155253525,90,78,F&F,생활.의류,31871,-25.29914529914529,-0.7573876771255321,0.8025993585811882,타이밍형(기술분석유효),-1.5599870357067205,타이밍,타이밍,타이밍-타이밍,타이밍형,우하향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.3528,False
402340,1427.55905511811,-31.2960235640648,0.9477510035271034,0.0090281592655138,-0.0119057194680081,0.611353711790393,0.69,0.9310344827586208,-6.403761317449142,200,29,SK스퀘어,지주,1620449,-24.10344827586208,1.3800547173226148,-0.1384998606234629,홀드형(추세추종),1.5185545779460776,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8569,False
403870,218.48552338530064,-26.53910149750416,0.8527687037368924,0.0032067302400627,-0.004888754223454,0.4189944134078212,0.4492753623188406,0.6829268292682927,-7.607695893723642,138,41,HPSP,반도체장비,45265,-23.365146694945217,0.5721971511152536,0.0463695728459298,혼합형,0.5258275782693238,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8806,False
440110,851.9321394910461,-35.281690140845065,0.8900788186263752,0.0088792893891834,0.1831308111820632,0.47953216374269,0.5694444444444444,0.2592592592592592,4.311678925215768,144,27,파두,반도체장비,49746,31.018518518518523,1.1737117942402329,-0.6972923109064015,홀드형(추세추종),1.8710041051466344,홀드,홀드,홀드-홀드,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8806,False
443060,61.76470588235294,-37.11462450592885,0.0722476466004291,0.0004181664232447,-0.0097084745866159,0.5508021390374331,0.5581395348837209,0.4655172413793103,2.18063302696006,129,58,HD현대마린솔루션,조선,110066,9.262229350441064,-0.949108207950374,0.1213046038439225,타이밍형(기술분석유효),-1.0704128117942964,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.6166,False
450080,0.9009009009008916,-42.30324074074075,0.6101288407811517,0.0016793745294398,-0.0059747612726382,0.3397435897435897,0.3535353535353535,0.6842105263157895,-11.213155847523549,99,57,에코프로머티,에너지.보관,37262,-33.0675172780436,-0.5778905703708447,0.7860059015903228,타이밍형(기술분석유효),-1.3638964719611677,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,추세,타이밍,추세-타이밍,0.7885,False
454910,119.04761904761908,-36.052789442111575,0.8395769745558017,0.0030975779969693,-0.1869813845671477,0.5069444444444444,0.5488721804511278,1.0,-11.723027375201278,133,11,두산로보틱스,로봇,70848,-45.11278195488722,0.0828504471412948,0.7883051915460367,혼합형,-0.7054547444047419,타이밍,홀드,홀드-타이밍,추세형,우상향,추세형-우상향,추세,추세,추세-추세,0.8396,False
483650,75.9309718437784,-49.3945720250522,0.0198189898140297,0.0003261544871029,0.0180971227991251,0.5234375,0.4230769230769231,0.4078947368421052,1.5171203515164489,52,76,달바글로벌,생활.화장,26310,1.5182186234817874,-1.415381475940942,0.1358816616725051,타이밍형(기술분석유효),-1.5512631376134471,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.565,False
489790,25.08305647840532,-48.124098124098126,0.2628823568484739,0.0013612985952037,-0.0217462796473111,0.4437086092715231,0.4318181818181818,0.5396825396825397,-5.00529680220288,88,63,한화비전,방산,35493,-10.786435786435783,-1.1566118412020547,0.3113321635454918,타이밍형(기술분석유효),-1.4679440047475465,타이밍,타이밍,타이밍-타이밍,타이밍형,우상향,타이밍형,타이밍,타이밍,타이밍-타이밍,0.5186,False
950160,169.29133858267718,-35.6628242074928,0.8842122898937105,0.0050937489251426,-0.1452531144742046,0.3525641025641026,0.4,0.8055555555555556,-10.251930116151502,120,36,코오롱티슈진,바이오,87278,-40.55555555555556,0.2225049269157152,0.5392871429781506,혼합형,-0.3167822160624354,타이밍,타이밍,타이밍-타이밍,추세형,우상향,추세형-우상향,타이밍,추세,타이밍-추세,0.5401,False
